IssueLabelID,Title,Description.Element:Text,Title_Description.Element:Text,Label.Element:Text,Assignee,CreatedAt,ClosedAt
4808,Remove the callchain information for the OneWay message,"Recently I've met a deadlock exception caused by a OneWay message. As far as I know the sender of the one-way message will not wailt for the response of the message. This means that even if the callee calls the function on the same grain the message will be added to the next position of messaging queue and will not cause a deadlock. So we should add a check on the line below if it is a OneWay message the call chain information should not be passed to next calls. 

https://github.com/dotnet/orleans/blob/e2b25a695767ae5746ffe47218c1331427997894/src/Orleans.Runtime/Core/InsideRuntimeClient.cs#L292

I don't know if I'm correct. If the thought is correct I will make a pull-request to fix it.","Remove the callchain information for the OneWay message Recently I've met a deadlock exception caused by a OneWay message. As far as I know the sender of the one-way message will not wailt for the response of the message. This means that even if the callee calls the function on the same grain the message will be added to the next position of messaging queue and will not cause a deadlock. So we should add a check on the line below if it is a OneWay message the call chain information should not be passed to next calls. 

https://github.com/dotnet/orleans/blob/e2b25a695767ae5746ffe47218c1331427997894/src/Orleans.Runtime/Core/InsideRuntimeClient.cs#L292

I don't know if I'm correct. If the thought is correct I will make a pull-request to fix it.",,ReubenBond,,
4913,Add back .editorconfig,"This adds back the .editorconfig file from #3872 that was removed by #3963.
I fixed some bugs in the file (removed severity from formatting rules that don't support it) and changed all warnings to suggestions or even to ""none"" for some rules.
Changed some of the rules to better match the existing codebase but it's not always consistent so suggestions for style changes are welcome.","Add back .editorconfig This adds back the .editorconfig file from #3872 that was removed by #3963.
I fixed some bugs in the file (removed severity from formatting rules that don't support it) and changed all warnings to suggestions or even to ""none"" for some rules.
Changed some of the rules to better match the existing codebase but it's not always consistent so suggestions for style changes are welcome.",,ReubenBond,,
4911,Do not try to register GrainVersionStore if an implementation of IVersionStore is already registered,Fix for #4855 ,Do not try to register GrainVersionStore if an implementation of IVersionStore is already registered Fix for #4855 ,,ReubenBond,,
4910,Access to declared state type in IGrainStorage,"The declared type of the grain state is not accessible via IGrainState.  The runtime type is however you can't determine the actual declared type. This causes problems when the state is of a derived type of the declared type.
e.g. in the IGrainStorage interface the only params you get about the state is IGrainState and if you need the declared type you're out of luck.

There's a hack available though. The implementation type of IGrainState is the internal 
and hope the grainState runtime type doesn't change.

I can suggest two options:
1 - Add **DeclaredStateType** parameter to IGrainStorage methods.
2 - Add DeclaredStateType to IGrainState. This does make the grain state object bigger and I don't know other places using IGrainState. So if there's no benefit other than this I would stay with the hack or give it a second thought.

","Access to declared state type in IGrainStorage The declared type of the grain state is not accessible via IGrainState.  The runtime type is however you can't determine the actual declared type. This causes problems when the state is of a derived type of the declared type.
e.g. in the IGrainStorage interface the only params you get about the state is IGrainState and if you need the declared type you're out of luck.

There's a hack available though. The implementation type of IGrainState is the internal 
and hope the grainState runtime type doesn't change.

I can suggest two options:
1 - Add **DeclaredStateType** parameter to IGrainStorage methods.
2 - Add DeclaredStateType to IGrainState. This does make the grain state object bigger and I don't know other places using IGrainState. So if there's no benefit other than this I would stay with the hack or give it a second thought.

",,xiazen,,
4908,ManagementGrain.ForceActivationCollection with zero ageLimit causes undesired effects,"Calling ManagementGrain.ForceActivationCollection(TimeSpan.Zero) collects every grain including system grains and the ManagementGrain itself. Which effectively almost restarts the silo and causes the said grain call to timeout.

Shouldn't this exclude some grains (management grain pubsub etc.)? or at least make the TimeSpan.Zero value an invalid one? 

I can't think of a scenario where current behavior would be useful.
","ManagementGrain.ForceActivationCollection with zero ageLimit causes undesired effects Calling ManagementGrain.ForceActivationCollection(TimeSpan.Zero) collects every grain including system grains and the ManagementGrain itself. Which effectively almost restarts the silo and causes the said grain call to timeout.

Shouldn't this exclude some grains (management grain pubsub etc.)? or at least make the TimeSpan.Zero value an invalid one? 

I can't think of a scenario where current behavior would be useful.
",,benjaminpetit,,
4907,Propagate message serialization exceptions to callers,"Fixes #4793 

There are 6 scenarios being tested which can be summed up as  for external users. Nevertheless it's worth adding tests for the scenario just in case and it helped to uncover some issues and places we could improve logging.","Propagate message serialization exceptions to callers Fixes #4793 

There are 6 scenarios being tested which can be summed up as  for external users. Nevertheless it's worth adding tests for the scenario just in case and it helped to uncover some issues and places we could improve logging.",,xiazen,,
4906,Migrate DynamoDB transaction state provider to new interface,DynamoDB was originally submitted and merge with #4056. It implemented the .,Migrate DynamoDB transaction state provider to new interface DynamoDB was originally submitted and merge with #4056. It implemented the .,Hacktoberfest,sergeybykov,29/08/2018 9:33,30/11/2018 9:39
4905,Add 2.1.0-beta1 to changelog,,Add 2.1.0-beta1 to changelog ,,ReubenBond,,
4904,Remove ITransactionFaultInjector from src,"- Remove ITransactionFaultInjector from src. Fault are now injected into storage layer through FaultInjectedTransactionStateStorage implementations in test proj. 
- Remove MemoryConsistencyTests since we don't have a fault injection memory state storage for it to use yet. Can be added later. ","Remove ITransactionFaultInjector from src - Remove ITransactionFaultInjector from src. Fault are now injected into storage layer through FaultInjectedTransactionStateStorage implementations in test proj. 
- Remove MemoryConsistencyTests since we don't have a fault injection memory state storage for it to use yet. Can be added later. ",,jason-bragg,,
4901,Move actor identity content from 1.5 tutorials to grains section,"The content of the 1.5 tutorial ""Actor Identity"" contains information about grain IDs and no steps to accomplish a task. It should be put with other similar pages.

","Move actor identity content from 1.5 tutorials to grains section The content of the 1.5 tutorial ""Actor Identity"" contains information about grain IDs and no steps to accomplish a task. It should be put with other similar pages.

",documentation,sergeybykov,,
4900,API to access the default DeepCopier,"There should be a way to access the default copier from an  implementation. That would be useful when only trying to override the serialization/deserialization behavior of a type.
And it should be possible to access the default serialization code when only overriding deep-copying is needed.","API to access the default DeepCopier There should be a way to access the default copier from an  implementation. That would be useful when only trying to override the serialization/deserialization behavior of a type.
And it should be possible to access the default serialization code when only overriding deep-copying is needed.",,ReubenBond,,
